imie	nazwisko	pesel	email	odpowiedzialny	
Bartłomiej	Grabski	56010858113	b.grabski@o2.pl	99126847	
Joachima	Kocot	56011059568	kocot@wp.pl	6202584	
Mirołada	Śmiarowska	56011120109	smiarowska@gmail.com	80627558	
Berta	Malanowska	56011961306	b.malanowska@buziaczek.pl	48423234	
Herbert	Słowakiewicz	56012430775	h.slowakiewicz@amorek.com.pl	28587691	
Nikodem	Brzozowski	56012628750	brzozowski11@buziaczek.pl	75501836	
Antonia	Jażdżewska	56012741985	a.jazdzewska@onet.pl	3997726	
Damroka	Frączkiewicz	56013046881	fraczkiewicz@onet.pl	97702459	
Mira	Pajzderska	56020332063	m.pajzderska@buziaczek.pl	60794982	
Tola	Smolarek	56020338601	t.smolarek@gmail.com	3194112	
Kornel	Witczyk	56021067874	witczyk@o2.pl	27547216	
Agapit	Wołk-Lewanowicz	56021146157	wolk-lewanowicz@gmail.com	78873838	
Rodzisława	Bohosiewicz	56021570929	r.bohosiewicz@amorek.com.pl	29661221	
Metody	Korczewski	56022261819	korczewski@onet.pl	72934996	
Wincenty	Baliś	56022372650	w.balis@wp.pl	62614066	
Ofelia	Waglewska	56030626820	waglewska@onet.pl	28121676	
Maksymin	Surdykowski	56030773911	surdykowski@o2.pl	88816351	
Milomira	Tyrowicz	56031113347	m.tyrowicz@wp.pl	77617827	
Alesja	Milska	56031326545	milska@wp.pl	14787786	
Barbara	Podsiadło	56031389102	podsiadlo@onet.pl	5494669	
Borysław	Mrozowski	56031426894	b.mrozowski@buziaczek.pl	66077221	
Tadeusz	Krasiński	56032003872	krasinski@buziaczek.pl	23060546	
Sebastiana	Czachor	56032527563	s.czachor@gmail.com	11847227	
Lana	Krupińska	56032875321	krupinska11@amorek.com.pl	97924822	
Pelagiusz	Walczak	56040978393	p.walczak@onet.pl	83548098	
Rozetta	Smolar	56041472421	smolar@onet.pl	84907930	
Jędrzej	Sulej	56041707617	sulej1@o2.pl	83828788	
Sambor	Iwański	56041885333	s.iwanski@onet.pl	3667007	
Aleksy	Siatkowski	56042314311	siatkowski@buziaczek.pl	9043493	
Leka	Paszkiewicz	56042503663	paszkiewicz@amorek.com.pl	45521583	
Hildegarda	Grochowska	56042885882	grochowska@wp.pl	20125403	
Hanna	Niwińska	56042997105	niwinska@onet.pl	24468725	
Julita	Pazińska	56043050423	pazinska@o2.pl	51428084	
Beatrycja	Świdzińska	56050316460	b.swidzinska@gmail.com	11311630	
Leonora	Włodarczyk	56050564221	wlodarczyk@wp.pl	84373519	
Miranda	Szczęsny	56050575645	m.szczesny@onet.pl	9857112	
Inocenty	Kowal	56052118459	i.kowal@buziaczek.pl	26189964	
Grzegorz	Bogusz	56052118633	g.bogusz@wp.pl	76410154	
Leonora	Grodzicka	56052291989	l.grodzicka@buziaczek.pl	93021339	
Henrieta	Świerkosz	56052296502	swierkosz@gmail.com	74424244	
Żelisław	Krupiński	56052719230	z.krupinski@amorek.com.pl	94823784	
Gerarda	Imielińska	56052722106	g.imielinska@amorek.com.pl	26301222	
Gilbert	Jastrzębski	56052859956	g.jastrzebski@buziaczek.pl	35879311	
Adela	Gryga	56053083426	a.gryga@gmail.com	54751514	
Leona	Śliwińska	56053131167	sliwinska@amorek.com.pl	9510651	
Ewelina	Umińska	56060343122	e.uminska@amorek.com.pl	28439746	
Rajmunda	Żakowska	56060534087	zakowska1@wp.pl	94822908	
Brenda	Mackiewicz	56060583203	b.mackiewicz@onet.pl	83038963	
Olena	Gancarczyk	56060689862	gancarczyk@amorek.com.pl	48458158	
Bernadeta	Marcinkiewicz	56061027449	b.marcinkiewicz@buziaczek.pl	83026064	
Rudolfina	Onufrowicz	56061098748	r.onufrowicz@amorek.com.pl	5838761	
Patryk	Partyka	56061488774	partyka1@amorek.com.pl	95412022	
Ezechiel	Sikora	56061708474	e.sikora@gmail.com	7053012	
Elżbieta	Śpiewakowska	56061877525	spiewakowska1@gmail.com	38287664	
Rozalinda	Paszkowska	56062014381	r.paszkowska@wp.pl	49677578	
Jeremi	Szajna	56062326875	szajna1@buziaczek.pl	99274905	
Angela	Różycka	56062873506	a.rozycka@onet.pl	37621144	
Subisława	Pluta	56062992485	s.pluta@wp.pl	49129463	
Radmiła	Damboń	56070158127	dambon@amorek.com.pl	225390	
Świętopełk	Turczyński	56070263832	s.turczynski@gmail.com	74873768	
Delinda	Włodarczyk	56070450120	d.wlodarczyk@onet.pl	50266370	
Adamina	Roszkowska	56071102149	roszkowska@buziaczek.pl	82640721	
Świętomira	Kowal	56071676262	kowal@amorek.com.pl	66077221	
Tristan	Szcześniak	56072437297	szczesniak@buziaczek.pl	18959148	
Walter	Krawczyk	56080632497	krawczyk@o2.pl	66384984	
Celestia	Miazga	56080944622	miazga@gmail.com	86424522	
Rufus	Obtułowicz	56081289551	obtulowicz@onet.pl	58540911	
Jaśmina	Budlewska	56081676843	budlewska@amorek.com.pl	90866239	
Żelisław	Grabski	56082377675	z.grabski@o2.pl	62301837	
Arlena	Markiewicz	56082674864	markiewicz@onet.pl	4906498	
Alesja	Tarczałowicz	56082842300	tarczalowicz@amorek.com.pl	41625977	
Myślimir	Narkiewicz	56091125652	narkiewicz@gmail.com	91249112	
Norman	Butrymowicz	56091251456	n.butrymowicz@buziaczek.pl	75547646	
Pola	Synal	56091722125	synal@wp.pl	26576701	
Urban	Mackiewicz	56091756135	mackiewicz1@wp.pl	624106	
Adria	Skłodowska	56092230427	a.sklodowska@buziaczek.pl	35300551	
Świętopełk	Krakowiak	56092388571	s.krakowiak@wp.pl	46500768	
Karol	Polański	56092402813	polanski@wp.pl	95212270	
Ira	Siatkowska	56100443409	siatkowska@amorek.com.pl	69984808	
Faris	Zajączkowski	56100468950	f.zajaczkowski@buziaczek.pl	77968173	
Leonora	Szymczyk	56100476845	szymczyk@onet.pl	23464425	
Bona	Krakowiak	56101466766	krakowiak1@wp.pl	73338724	
Polmira	Adamiuk	56101686803	adamiuk@o2.pl	57880294	
Olek	Roszkowski	56101729034	o.roszkowski@onet.pl	75523512	
Miłobąd	Pajerski	56102526357	m.pajerski@amorek.com.pl	30413693	
Flora	Krajewska	56102803526	krajewska1@onet.pl	57024561	
Kaja	Dziadosz	56102997326	dziadosz@onet.pl	41320150	
Anioł	Ramotowski	56103088375	a.ramotowski@wp.pl	53184826	
Magda	Ciechanowska	56103117646	m.ciechanowska@onet.pl	20987407	
Alina	Piskorska	56110199448	a.piskorska@amorek.com.pl	35512909	
Dargosław	Zawada	56110330377	zawada1@o2.pl	76131057	
Emir	Korzeniak	56112261415	korzeniak@gmail.com	82142034	
Świętomira	Szklarska	56112678802	s.szklarska@o2.pl	21920970	
Larysa	Sito	56112681167	sito@wp.pl	59595830	
Julianna	Kopiczko	56112738982	j.kopiczko@amorek.com.pl	12917053	
Dobrogost	Czekalski	56112945412	czekalski@o2.pl	23380746	
Lola	Zatorska	56112960321	zatorska@amorek.com.pl	22767187	
Bogdał	Szczęsny	56120983613	szczesny@amorek.com.pl	49783412	
Elżbieta	Przypkowska	56122549846	przypkowska@onet.pl	14184452	
Zachariasz	Płaczek	56122678353	placzek11@o2.pl	66168868	
Klaudia	Terlecka	56122869287	terlecka@o2.pl	9857112	
Dargosława	Kozubska	57010815726	kozubska@o2.pl	18739990	
Rachela	Gałczyńska	57010831766	r.galczynska@amorek.com.pl	93308544	
Beniamin	Zdanowicz	57012223419	b.zdanowicz@wp.pl	90373985	
Siemowit	Grabowski	57020503875	s.grabowski@o2.pl	91695673	
Larysa	Janicka	57020687184	l.janicka@wp.pl	41494658	
Wisław	Halicki	57021361791	w.halicki@o2.pl	14364563	
Izabela	Narkiewicz	57021901405	i.narkiewicz@wp.pl	83120837	
Ajdin	Walewski	57022225597	walewski@gmail.com	22972786	
Filipina	Jabłonowska	57022476603	jablonowska@wp.pl	54907648	
Roma	Bury	57030230062	bury@onet.pl	86880261	
Jana	Kreczmar	57030715066	kreczmar@buziaczek.pl	77149188	
Sybilla	Kurowska	57030854545	s.kurowska@o2.pl	48951545	
Richariusz	Butrymowicz	57030926712	r.butrymowicz@wp.pl	2311415	
Ilona	Sadowska	57030968709	sadowska@amorek.com.pl	1997621	
Tadeusz	Brzana	57031180731	t.brzana@gmail.com	48067084	
Radogost	Wolański	57031266196	wolanski@onet.pl	60376141	
Dobrochna	Kaczanowska	57031573166	kaczanowska@buziaczek.pl	83879047	
Inga	Kozubowska	57032504288	kozubowska@gmail.com	48347778	
Kosma	Paluszkiewicz	57032862193	paluszkiewicz@o2.pl	10571182	
Feliks	Mackiewicz	57033129778	mackiewicz@buziaczek.pl	50083433	
Boguchwał	Szafarz	57041378694	szafarz@amorek.com.pl	964846	
Telimena	Sztwiertnia	57041937402	sztwiertnia@onet.pl	53949967	
Ginter	Mazur	57041997998	mazur@onet.pl	31787627	
Honory	Piwarski	57042060219	piwarski@onet.pl	72646081	
Gaj	Sojka	57050167353	sojka@amorek.com.pl	97238410	
Danisław	Paziński	57050490257	pazinski@gmail.com	97126718	
Wiktor	Waglewski	57050879838	w.waglewski@buziaczek.pl	70555642	
Lana	Przypkowska	57052188280	l.przypkowska@gmail.com	78215156	
Alesja	Kozubek	57052193288	a.kozubek@onet.pl	32215441	
Placyda	Zagumny	57052518003	zagumny1@gmail.com	46361611	
Laura	Burzyńska	57053025861	l.burzynska@gmail.com	77399141	
Edmund	Przypkowski	57060406615	przypkowski@o2.pl	88755338	
Kajusz	Frąc	57060433994	k.frac@o2.pl	5036241	
Lidia	Krasuska	57060549907	krasuska@onet.pl	35831753	
Ronald	Rzepecki	57060832755	rzepecki@onet.pl	35642195	
Gustaw	Urbański	57061262874	g.urbanski@onet.pl	38154811	
Idzi	Bieniasz	57062748793	bieniasz1@buziaczek.pl	95050439	
Tadeusz	Gogolewski	57062811251	t.gogolewski@buziaczek.pl	23143431	
Tomira	Dołęga-Zakrzewska	57070494062	dolega-zakrzewska@buziaczek.pl	6202584	
Ramona	Fijewska	57070517709	r.fijewska@amorek.com.pl	23454464	
Antonius	Aleksandrowicz	57070749933	a.aleksandrowicz@onet.pl	10447921	
Mirela	Wojcik	57071908568	m.wojcik@buziaczek.pl	97101929	
Rajmund	Wieczorkowski	57071936435	wieczorkowski@buziaczek.pl	92362964	
Ludmiła	Świniarska	57072519785	l.swiniarska@wp.pl	48838271	
Miłosława	Narkiewicz	57072547065	m.narkiewicz@buziaczek.pl	16752924	
Ksenia	Siczek	57072668564	k.siczek@buziaczek.pl	4334364	
Sławomir	Brzozowski	57072669275	brzozowski@buziaczek.pl	92199577	
Daromiła	Zawada	57072731183	d.zawada@amorek.com.pl	83989915	
Anatol	Stajer	57072834930	stajer@amorek.com.pl	7972480	
Olgierd	Tarczyński	57080314413	tarczynski@buziaczek.pl	3314048	
Monika	Chmiel	57081304181	m.chmiel@o2.pl	77999620	
Marin	Małłek	57081544477	mallek@o2.pl	99936908	
Natasza	Rączkowska	57081585821	n.raczkowska@gmail.com	7825391	
Hektor	Niemiec	57081608193	niemiec@o2.pl	68196496	
Hermes	Żukowski	57082252858	zukowski@onet.pl	27149369	
Radzimir	Zgorzelski	57082451998	r.zgorzelski@amorek.com.pl	23865134	
Rosłan	Gawkowski	57082608536	r.gawkowski@wp.pl	36404246	
Bożenna	Starzyńska	57091119407	b.starzynska@gmail.com	58804721	
Wacław	Gawrysiak	57091517014	gawrysiak@onet.pl	77186846	
Michalina	Umińska	57092482548	m.uminska@gmail.com	10359143	
Tulimira	Godlewska	57092715169	t.godlewska@amorek.com.pl	49783412	
Tola	Mąkosza	57102394502	makosza@buziaczek.pl	52352523	
Miroład	Jakimowicz	57102535813	jakimowicz@onet.pl	84474945	
Kinga	Jabłonowska	57102701784	jablonowska@amorek.com.pl	55650330	
Samara	Cichy	57102943720	s.cichy@onet.pl	26781125	
Brygida	Jażdżewska	57102975820	b.jazdzewska@onet.pl	55008279	
Bert	Wysocki	57110390556	b.wysocki@gmail.com	59496896	
Konrad	Kasprzyk	57111657353	k.kasprzyk@onet.pl	43586722	
Augustyn	Skubiszewski	57111923054	skubiszewski@gmail.com	66965805	
Klara	Kasprowicz	57111931260	k.kasprowicz@amorek.com.pl	15883149	
Kajfasz	Krudowski	57112125653	k.krudowski@onet.pl	90389914	
Ula	Sulej	57112172709	u.sulej@buziaczek.pl	62777495	
Hilary	Kopiczko	57112696117	h.kopiczko@buziaczek.pl	21416790	
Ula	Pluta	57112749624	u.pluta@o2.pl	79715404	
Jakub	Zych	57120191219	j.zych@wp.pl	60181075	
Mojżesz	Giergielewicz	57120193976	giergielewicz1@onet.pl	43800025	
Miłowit	Wawrzyniak	57120506376	m.wawrzyniak1@buziaczek.pl	5036241	
Leoncja	Białas	57120716762	l.bialas@gmail.com	95170836	
Huberta	Osińska	57120745081	h.osinska@buziaczek.pl	12256529	
Arkadiusz	Pluta	57120874376	a.pluta@wp.pl	11296269	
Mirosław	Baj	57121100876	m.baj@amorek.com.pl	77716740	
Krzysztof	Gawkowski	57121148678	gawkowski@amorek.com.pl	87058871	
Agrypin	Romanowicz	57121190811	romanowicz1@wp.pl	2414818	
Klementyna	Świdzińska	57121357827	swidzinska@onet.pl	26644879	
Judyta	Rączkowska	57121742308	raczkowska@wp.pl	80183993	
Joachima	Sienkiewicz	57122249521	j.sienkiewicz@buziaczek.pl	15183936	
Horacy	Paszkowski	57122302116	h.paszkowski@amorek.com.pl	30654076	
Zbigniew	Wysocki	57123022196	wysocki1@buziaczek.pl	40606234	
Klaudyna	Topolska	57123061562	k.topolska@wp.pl	94429055	
Paweł	Adamowski	57123073376	p.adamowski@gmail.com	78815975	
Celestyna	Słaby	58010735623	c.slaby@gmail.com	25194811	
Ryksa	Pajzderska	58012752327	pajzderska@gmail.com	11446839	
Horacy	Kałuziński	58012805476	h.kaluzinski@onet.pl	45521583	
Oktawian	Fikus	58012916798	o.fikus@wp.pl	85576161	
Alojzy	Cękalski	58020399352	a.cekalski@gmail.com	85809071	
Stella	Gałczyńska	58021604909	s.galczynska@buziaczek.pl	15059114	
Mateusz	Brodowicz	58022334272	m.brodowicz@onet.pl	73854539	
Grażyna	Adamiec	58022476723	adamiec@gmail.com	68351408	
Hadrian	Błach	58022521133	blach@wp.pl	41242419	
Derwit	Niwiński	58022685873	niwinski@wp.pl	29389694	
Henryk	Oborski	58022688791	h.oborski@buziaczek.pl	38154811	
Radomira	Raczyńska	58022766967	raczynska@gmail.com	90074060	
Symeon	Gałecki	58031288870	galecki@amorek.com.pl	1302815	
Astryda	Paradowska	58031600944	a.paradowska@amorek.com.pl	65824066	
Przybysława	Miazga	58032404486	p.miazga@amorek.com.pl	54402663	
Arleta	Bojanowska	58032489249	a.bojanowska@amorek.com.pl	90304128	
Nicefor	Gutowski	58032528735	gutowski1@gmail.com	69948562	
Kosma	Praga	58032809731	praga@onet.pl	24560195	
Ewalda	Pakosz	58032871581	e.pakosz@o2.pl	93395137	
Helga	Kaczanowska	58040366260	kaczanowska1@gmail.com	48718681	
Rajmunda	Wolny	58040982882	wolny@buziaczek.pl	51979749	
Ofelia	Redyk	58041102065	o.redyk@amorek.com.pl	34717941	
Alina	Lewandowska	58041391300	lewandowska@onet.pl	41320150	
Dana	Różańska	58041754385	rozanska@buziaczek.pl	59777961	
Lucjola	Szlagowska	58042198203	l.szlagowska@gmail.com	85177240	
Erazm	Szymanek	58042222135	szymanek@buziaczek.pl	10359143	
Teodor	Stajer	58042549993	stajer1@buziaczek.pl	99592219	
Łazarz	Siatkowski	58042879559	siatkowski@wp.pl	28510521	
Albina	Markiewicz	58050683180	markiewicz@o2.pl	10861449	
Bogdana	Strzyżewska	58050805342	strzyzewska@gmail.com	76984045	
Mojra	Trzebiatowska	58050893507	trzebiatowska@gmail.com	77413520	
Rita	Pawełczyk	58051361807	pawelczyk@wp.pl	65652636	
Odo	Samsonowicz	58052032616	o.samsonowicz@amorek.com.pl	11224268	
Klotylda	Wałach	58052865485	walach@o2.pl	86951795	
Olgierd	Michnik	58052901053	michnik@onet.pl	84913539	
Zenobiusz	Smolik	58060283657	smolik@amorek.com.pl	38154811	
Ezechiel	Białas	58060455630	bialas1@onet.pl	92451843	
Dżesika	Malanowska	58060649963	d.malanowska@amorek.com.pl	78168809	
Bogdan	Urbański	58060804458	b.urbanski@wp.pl	60371829	
Lukrecja	Bernadzikiewicz	58060898923	l.bernadzikiewicz@amorek.com.pl	83548098	
Abdon	Świętochowski	58061732518	swietochowski@wp.pl	51979749	
Koryna	Filipczak	58061905547	filipczak1@amorek.com.pl	87346735	
Lubisław	Damboń	58062131590	l.dambon@wp.pl	93395137	
Stela	Frankowska	58070254988	frankowska@amorek.com.pl	28784318	
Faria	Marcol	58070321426	f.marcol@onet.pl	98980893	
Bogusława	Wojciechowska	58070749282	b.wojciechowska@buziaczek.pl	69727415	
Idzi	Sutowicz	58070788474	i.sutowicz@o2.pl	95321850	
Lilianna	Lenkiewicz-Ipohorska	58070869469	l.lenkiewicz-ipohorska@onet.pl	53324710	
Teodora	Żyborska	58071061341	t.zyborska@gmail.com	98819884	
Aleksy	Pelc	58071352814	pelc@onet.pl	44165569	
Wszebor	Urbaniak	58071843978	urbaniak1@gmail.com	34260414	
Maksymilian	Olechnowicz	58071891032	olechnowicz@wp.pl	68975593	
Chwalisława	Popek	58072885827	c.popek@gmail.com	14520944	
Lidia	Błachowska	58072963345	l.blachowska@buziaczek.pl	89384128	
Hilaria	Waśkowska	58073030561	h.waskowska@amorek.com.pl	91747864	
Izaura	Nowakowska	58080587104	i.nowakowska@wp.pl	13181366	
Juliana	Mederska	58080801068	mederska@wp.pl	8793379	
Nikodema	Klimek	58081093060	klimek1@gmail.com	17628984	
Dargosław	Starzyński	58081276511	starzynski@onet.pl	25259891	
Aniela	Łączkowska	58081416203	laczkowska@wp.pl	39273216	
Pabian	Milski	58081557135	milski@onet.pl	5335294	
Aleksa	Skrok	58081567145	skrok@wp.pl	53184826	
Kamira	Adamecka	58081621106	adamecka@gmail.com	80658620	
Prot	Netkowski	58081774576	netkowski@gmail.com	21291247	
Dagna	Smolik	58081836160	d.smolik@o2.pl	41085910	
Anastazy	Bareja	58082491676	a.bareja@gmail.com	43453968	
Kanimir	Wesołowski	58082504556	k.wesolowski@buziaczek.pl	45432210	
Gracjana	Dobrucka	58082805848	g.dobrucka@buziaczek.pl	95423327	
Laurencjusz	Wodzyński	58082985498	l.wodzynski@gmail.com	10191488	
Gotard	Golka	58090310592	golka@o2.pl	77438289	
Bożydar	Antos	58090637510	antos@amorek.com.pl	22131690	
Henrieta	Grońska	58090756642	gronska@gmail.com	23351450	
Iga	Bielicka	58091049222	i.bielicka@buziaczek.pl	28875662	
Odon	Kozakiewicz	58091218677	o.kozakiewicz@gmail.com	71865890	
Klaudyna	Solnica	58091505382	k.solnica@buziaczek.pl	13833987	
Raszyda	Lewsza	58091666302	r.lewsza@gmail.com	32517485	
Krzesisław	Dobiecki	58091798355	k.dobiecki@gmail.com	93395137	
Rozamunda	Paradowska	58091961162	paradowska@buziaczek.pl	72444583	
Diana	Śmiałkowska	58092438447	d.smialkowska@o2.pl	24993174	
Świętomira	Tochowicz	58092914183	s.tochowicz@gmail.com	98850314	
Oswald	Kubicz	58100740630	kubicz@o2.pl	35879311	
Józefina	Dancewicz	58101901748	dancewicz1@o2.pl	3066257	
Mojmierz	Dąbek	58102145150	dabek@onet.pl	31152485	
Flawia	Malanowska	58102979364	malanowska@o2.pl	19577689	
Ildefonsa	Płaczek	58110464203	placzek@o2.pl	31560781	
Ernest	Firląg	58110566738	e.firlag@amorek.com.pl	17000790	
Felicjana	Lipska	58110595385	f.lipska@buziaczek.pl	75003032	
Przedpełk	Sieradzki	58110654433	p.sieradzki@gmail.com	14853872	
Abraham	Bareja	58110977570	bareja@amorek.com.pl	39188138	
Sobiesław	Chudziński	58111267997	s.chudzinski@wp.pl	31415042	
Bojana	Piątek	58112173301	piatek@o2.pl	49023659	
Felicja	Jałoszyńska	58112525542	jaloszynska@gmail.com	12463728	
Idzisława	Pawlaszczyk	58113015741	i.pawlaszczyk@amorek.com.pl	31390840	
Mieczysława	Wałach	58120318749	walach1@gmail.com	1776460	
Arabella	Piecha	58120323181	a.piecha@onet.pl	95412022	
Agapit	Wrzak	58120973911	wrzak@buziaczek.pl	12582371	
Oswald	Antos	58121430897	antos11@gmail.com	23971620	
Faustyna	Jagodzińska	58123018264	f.jagodzinska@amorek.com.pl	19468100	
Pakosław	Piechota	59010263172	p.piechota@amorek.com.pl	79571377	
Iliana	Stenka	59010312647	stenka@onet.pl	79894542	
Adnan	Paszkowicz	59010558816	a.paszkowicz@amorek.com.pl	71447658	
Iliana	Araszkiewicz	59010969160	araszkiewicz@gmail.com	12306477	
Florian	Święcicki	59011349772	f.swiecicki@gmail.com	6444085	
Fryderyk	Kokoszka	59011350691	f.kokoszka@gmail.com	32472968	
Klementyna	Hermanowicz	59012113420	k.hermanowicz@amorek.com.pl	17274526	
Stoisława	Szemiot	59012169247	s.szemiot@gmail.com	38350652	
Metody	Bies	59013054975	bies@buziaczek.pl	3792420	
Fabiana	Piętka	59020488864	f.pietka@o2.pl	50149321	
Joanna	Szwedowska	59020832922	szwedowska1@o2.pl	2714890	
Natasza	Kozubowska	59021291407	n.kozubowska@onet.pl	35378583	
Fryderyk	Grocholski	59021451836	f.grocholski@o2.pl	32629667	
Aaron	Grabiński	59021467279	a.grabinski@amorek.com.pl	55407479	
Oliwier	Pełka	59021846270	pelka1@gmail.com	14520944	
Dominika	Tyrowicz	59030141582	tyrowicz1@o2.pl	68589602	
Stojan	Smoliński	59031124359	smolinski@o2.pl	25757032	
Halszka	Nowińska	59031829124	nowinska@buziaczek.pl	69782362	
Bogdał	Dobrucki	59032625552	dobrucki@wp.pl	64752608	
Henrieta	Biernacka	59040283843	biernacka@o2.pl	33178732	
Serafin	Napierski	59040609898	napierski1@buziaczek.pl	62087736	
Adelard	Waśkowicz	59040640631	waskowicz@wp.pl	17042511	
Marietta	Wolańska	59041192786	wolanska@amorek.com.pl	12298585	
Lechosław	Walczak	59041309858	l.walczak@amorek.com.pl	56055847	
Eunika	Koziej	59041343403	e.koziej@gmail.com	47930594	
Marcelina	Sienkiewicz	59041409107	sienkiewicz11@buziaczek.pl	11524571	
Cinosława	Opasińska	59042141024	opasinska@buziaczek.pl	72692883	
Dżemil	Narzymski	59042353979	narzymski@buziaczek.pl	38365799	
Jaromiła	Przewalska	59042523448	przewalska@amorek.com.pl	41085910	
Serwacy	Gancarczyk	59042652351	s.gancarczyk@amorek.com.pl	65298342	
Teobald	Platajs	59050726592	t.platajs@amorek.com.pl	64752608	
Lucjana	Lewsza	59050750526	l.lewsza@o2.pl	26820574	
Jona	Jakimowicz	59051237910	jakimowicz1@o2.pl	7972480	
Fortunat	Roguski	59051342717	roguski@buziaczek.pl	31564570	
Ulryka	Grocholska	59052028944	grocholska1@gmail.com	34584870	
Zenon	Pałaszewski	59052295076	palaszewski@gmail.com	26955808	
Gracja	Pazura	59052870121	g.pazura@buziaczek.pl	57882305	
Andrzej	Rzepecki	59060479477	rzepecki1@gmail.com	31581864	
Lucjana	Strzoda	59060906423	strzoda1@onet.pl	32362750	
Milan	Chlebowski	59060941314	m.chlebowski@onet.pl	67840064	
Brunon	Jażdżewski	59061677478	b.jazdzewski@gmail.com	36404246	
Zefiryn	Antos	59062011952	antos1@gmail.com	61926685	
Krystiana	Szlagowska	59062044404	szlagowska1@amorek.com.pl	56365334	
Mściwoj	Kaczmarek	59062164452	kaczmarek@onet.pl	74743808	
August	Bareja	59062353612	bareja1@amorek.com.pl	6613737	
Cinosława	Kozakiewicz	59070437801	c.kozakiewicz@wp.pl	65652636	
Regina	Skrok	59070448966	skrok@gmail.com	28561116	
Honorata	Kunachowicz	59071261144	kunachowicz1@gmail.com	1251041	
Faustyn	Maciejowski	59071350017	f.maciejowski@buziaczek.pl	48347778	
Dalbor	Zych	59071546113	d.zych@gmail.com	63516691	
Kira	Drewniowska	59071617440	drewniowska@onet.pl	62175273	
Mirosława	Chlebowska	59072401842	chlebowska@gmail.com	42312894	
Siemomysł	Wasiak	59072632471	s.wasiak@onet.pl	75523512	
Filip	Panuś	59073031699	f.panus@gmail.com	93406429	
Lucyna	Słodkowska	59080539085	slodkowska@wp.pl	19394130	
Mariola	Szołtysek	59080773405	m.szoltysek@o2.pl	17332214	
Dawid	Zaremba	59081547573	d.zaremba@onet.pl	18119144	
Pola	Szymańska	59081783049	szymanska@wp.pl	17415515	
Polikarp	Bernadzikiewicz	59081791231	bernadzikiewicz@amorek.com.pl	2767	
Bojana	Kunachowicz	59082199304	kunachowicz@wp.pl	24734332	
Marcjan	Łomnicki	59082424675	lomnicki@o2.pl	54125594	
Emilia	Radzińska	59090122200	e.radzinska@amorek.com.pl	19573323	
Ariadna	Suchecka	59091071824	a.suchecka@buziaczek.pl	84055176	
Fabiola	Grodzicka	59091190567	f.grodzicka@buziaczek.pl	45229496	
Liliana	Kowal	59091340740	kowal1@amorek.com.pl	54548831	
Czesława	Szczurek	59091404022	c.szczurek@wp.pl	38517861	
Edwin	Bojanowski	59091472151	bojanowski@amorek.com.pl	30382058	
Miłowit	Olechowski	59091507893	m.olechowski@onet.pl	48719411	
Tyberiusz	Olszowski	59092165814	t.olszowski@buziaczek.pl	67599167	
